"product_code","product_name","total_DDD"
39110111000001104,"Lithium carbonate 400mg modified-release tablets",3430973.78509719
39110011000001104,"Lithium carbonate 200mg modified-release tablets",1102134.77321814
36040311000001104,"Lithium citrate 520mg/5ml oral solution sugar free",262569.070408091
42295911000001104,"Lithium citrate 509mg/5ml oral solution",37269.022119669
42295711000001104,"Lithium carbonate 250mg tablets",27760.5291576674
42295811000001112,"Lithium citrate 1.018g/5ml oral solution",19932.4133602093
36040211000001104,"Lithium carbonate 450mg modified-release tablets",10273.0156587473
