PERIOD,BNF_NAME,BNF_CODE,HOSPITAL_TRUST_CODE,HOSPITAL_TRUST,QUANTITY,TOTAL_QUANTITY,TOTAL_ITEMS,TOTAL_ACTUAL_COST,TOTAL_NIC
202511,Priadel 400mg modified-release tablets,0402030K0BFAAAF,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,28,28,1,5.06263,5.21
202511,Priadel 520mg/5ml liquid,0402030P0BCAAAI,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,750,750,1,57.5434,60.55
202511,Priadel 200mg modified-release tablets,0402030K0BFABAI,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,4,4,1,0.73949,0.66
202511,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,168,168,1,29.80429,31.25
202511,Lithium carbonate 200mg modified-release tablets,0402030K0AAAIAI,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,17,17,1,2.76329,2.79
202511,Priadel 400mg modified-release tablets,0402030K0BFAAAF,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,28,84,3,15.18789,15.63
202511,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,42,84,2,15.06599,15.62
202511,Priadel 520mg/5ml liquid,0402030P0BCAAAI,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,404,404,1,31.10598,32.62
202511,Priadel 400mg modified-release tablets,0402030K0BFAAAF,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,84,84,1,14.95359,15.62
202511,Lithium carbonate 200mg modified-release tablets,0402030K0AAAIAI,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,14,14,1,2.29772,2.3
202511,Lithium carbonate 200mg modified-release tablets,0402030K0AAAIAI,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,30,30,1,4.79659,4.93
202511,Priadel 400mg modified-release tablets,0402030K0BFAAAF,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,14,98,7,18.07935,18.2
202511,Lithium carbonate 250mg tablets,0402030K0AAACAC,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,56,56,1,104.2824,104.17
202511,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,14,56,4,10.33106,10.4
