PERIOD,BNF_NAME,BNF_CODE,HOSPITAL_TRUST_CODE,HOSPITAL_TRUST,QUANTITY,TOTAL_QUANTITY,TOTAL_ITEMS,TOTAL_ACTUAL_COST,TOTAL_NIC
202311,Lithium carbonate 250mg tablets,0402030K0AAACAC,RV500,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,112,112,1,100.8148644,107.18
202311,Lithium carbonate 250mg tablets,0402030K0AAACAC,RX200,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,112,112,1,100.8148644,107.18
202311,Lithium carbonate 250mg tablets,0402030K0AAACAC,RPG00,OXLEAS NHS FOUNDATION TRUST,168,336,2,302.3509845,321.56
202311,Lithium carbonate 250mg tablets,0402030K0AAACAC,RX400,CUMBRIANORTHUMBERLANDTYNE AND WEAR NHS FOUNDATION TRUST,11,55,5,47.32409791,49.77
202311,Lithium carbonate 250mg tablets,0402030K0AAACAC,RX400,CUMBRIANORTHUMBERLANDTYNE AND WEAR NHS FOUNDATION TRUST,28,56,2,50.58542785,53.6
202311,Lithium carbonate 250mg tablets,0402030K0AAACAC,RX200,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,28,28,1,25.29271392,26.8
202311,Lithium carbonate 250mg tablets,0402030K0AAACAC,RV500,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,28,28,1,25.29271392,26.8
202311,Lithium carbonate 250mg tablets,0402030K0AAACAC,RX300,TEES ESK AND WEAR VALLEYS NHS FOUNDATION TRUST,28,28,1,25.29271392,26.8
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,21,21,1,2.902904939,2.97
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RW100,SOUTHERN HEALTH NHS FOUNDATION TRUST,21,21,1,2.902904939,2.97
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RWR00,HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,21,21,1,2.902904939,2.97
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RXV00,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,21,21,1,2.902904939,2.97
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RXR00,EAST LANCASHIRE HOSPITALS NHS TRUST,28,28,1,12.78711772,13.49
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RMY00,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,14,42,3,5.918209877,5.94
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RPG00,OXLEAS NHS FOUNDATION TRUST,14,42,3,5.918209877,5.94
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RWR00,HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,14,42,3,5.918209877,5.94
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,R1F00,ISLE OF WIGHT NHS TRUST,56,448,8,60.35480691,63.28
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RCE00,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,28,28,1,3.823677612,3.95
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RGD00,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,28,28,1,3.823677612,3.95
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RNU00,OXFORD HEALTH NHS FOUNDATION TRUST,28,28,1,3.823677612,3.95
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RT500,LEICESTERSHIRE PARTNERSHIP NHS TRUST,28,28,1,3.823677612,3.95
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RT200,PENNINE CARE NHS FOUNDATION TRUST,28,28,1,3.823677612,3.95
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RV300,CENTRA AND NORTH WEST LONDON NHS FOUNDATION TRUST,28,28,1,3.823677612,3.95
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RV900,HUMBER TEACHING NHS FOUNDATION TRUST,28,28,1,3.823677612,3.95
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RWK00,EAST LONDON NHS FOUNDATION TRUST,28,28,1,3.823677612,3.95
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RW400,MERSEY CARE NHS FOUNDATION TRUST,28,28,1,3.823677612,3.95
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RVN00,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,28,28,1,3.823677612,3.95
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RWR00,HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,28,28,1,3.823677612,3.95
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RWX00,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,28,28,1,3.823677612,3.95
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RXG00,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,28,28,1,3.823677612,3.95
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,28,56,2,7.647355224,7.9
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RK700,SHEFFIELD HEALTH AND SOCIAL CARE NHS FOUNDATION TRUST,28,56,2,7.647355224,7.9
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RWV00,DEVON PARTNERSHIP NHS TRUST,28,56,2,7.647355224,7.9
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RXY00,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,28,56,2,7.647355224,7.9
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RW500,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,70,70,1,9.39529185,9.88
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RMY00,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,10,10,1,1.437185173,1.41
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RXT00,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,10,50,5,7.185925864,7.05
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RV500,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,56,784,14,105.6209121,110.74
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RXT00,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,56,784,14,105.6209121,110.74
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RW500,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,21,63,3,8.708714816,8.91
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,RV500,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,14,126,9,17.75462963,17.82
202311,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF,R1F00,ISLE OF WIGHT NHS TRUST,28,196,7,26.76574328,27.65
