PERIOD,BNF_CODE,BNF_NAME,HOSPITAL_TRUST_CODE,HOSPITAL_TRUST,TOTAL_QUANTITY
202104,0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,21.0
202104,0402030K0AAAIAI,Lithium carbonate 200mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,14.0
202104,0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,42.0
202104,0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,14.0
202104,0402030K0BFABAI,Priadel 200mg modified-release tablets,R1C00,THE SOLENT NHS TRUST,14.0
202104,0402030K0AAAIAI,Lithium carbonate 200mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,28.0
202104,0402030K0AAAIAI,Lithium carbonate 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,14.0
202104,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,56.0
202104,0402030K0AAAIAI,Lithium carbonate 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,28.0
202104,0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,84.0
202104,0402030K0BFABAI,Priadel 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,28.0
202104,0402030K0BFABAI,Priadel 200mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,168.0
202104,0402030K0BFAAAF,Priadel 400mg modified-release tablets,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,28.0
202104,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,14.0
202104,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,56.0
202104,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,56.0
202104,0402030K0BFABAI,Priadel 200mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,14.0
202104,0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,14.0
202104,0402030K0BFABAI,Priadel 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,30.0
202104,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,21.0
202104,0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,28.0
