PERIOD,BNF_NAME,BNF_CODE,HOSPITAL_TRUST_CODE,HOSPITAL_TRUST,QUANTITY,TOTAL_QUANTITY,TOTAL_ITEMS,TOTAL_ACTUAL_COST,TOTAL_NIC
201709,Lithium Carb_Tab 250mg,0402030K0AAACAC,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,28,28,1,0.945481264,0.9
201709,Lithium Carb_Tab 250mg,0402030K0AAACAC,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,28,28,1,22.66113287,24.36
201709,Lithium Carb_Tab 250mg,0402030K0AAACAC,RDU00,FRIMLEY HEALTH NHS FOUNDATION TRUST,60,60,1,48.43111329,52.2
201709,Lithium Carb_Tab 250mg,0402030K0AAACAC,RTQ00,2GETHER NHS FOUNDATION TRUST,112,112,1,90.30733148,97.44
201709,Lithium Carb_Tab 250mg,0402030K0AAACAC,RV500,SOUTH LONDON & MAUDSLEY NHS FOUND TRUST,112,112,1,90.30733148,97.44
201709,Lithium Carb_Tab 250mg,0402030K0AAACAC,RV500,SOUTH LONDON & MAUDSLEY NHS FOUND TRUST,56,112,2,90.41973148,97.44
201709,Lithium Carb_Tab 250mg,0402030K0AAACAC,RWR00,HERTFORDSHIRE P/SHIP UNIVERSITY NHS FT,56,112,2,90.41973148,97.44
201709,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RNU00,OXFORD HEALTH NHS FOUNDATION TRUST,28,196,7,8.108658662,7.91
201709,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RT500,LEICESTERSHIRE PARTNERSHIP NHS TRUST,56,392,7,15.36572211,15.75
201709,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RV500,SOUTH LONDON & MAUDSLEY NHS FOUND TRUST,56,392,7,15.36572211,15.75
201709,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RX400,NORTHUMBERLAND TYNE AND WEAR NHS TRUST,31,31,1,1.269457311,1.25
201709,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RXT00,B'HAM & S'HULL MH NHS FOUNDATION TRUST,56,448,8,17.56082527,18
