PERIOD,BNF_NAME,BNF_CODE,HOSPITAL_TRUST_CODE,HOSPITAL_TRUST,QUANTITY,TOTAL_QUANTITY,TOTAL_ITEMS,TOTAL_ACTUAL_COST,TOTAL_NIC
202301,Lithium carbonate 250mg tablets,0402030K0AAACAC,RHA00,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,56,56,1,45.75874365,48.72
202301,Lithium carbonate 250mg tablets,0402030K0AAACAC,RX400,CUMBRIANORTHUMBERLANDTYNE AND WEAR NHS FOUNDATION TRUST,56,56,1,45.75874365,48.72
202301,Lithium carbonate 250mg tablets,0402030K0AAACAC,RGD00,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,42,42,1,34.34715774,36.54
202301,Lithium carbonate 250mg tablets,0402030K0AAACAC,RV300,CENTRA AND NORTH WEST LONDON NHS FOUNDATION TRUST,42,42,1,34.34715774,36.54
202301,Lithium carbonate 250mg tablets,0402030K0AAACAC,RWR00,HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,63,63,1,51.46453661,54.81
202301,Lithium carbonate 250mg tablets,0402030K0AAACAC,RPG00,OXLEAS NHS FOUNDATION TRUST,112,112,1,91.4050873,97.44
202301,Lithium carbonate 250mg tablets,0402030K0AAACAC,RMY00,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,28,28,1,22.93557183,24.36
202301,Lithium carbonate 250mg tablets,0402030K0AAACAC,RX400,CUMBRIANORTHUMBERLANDTYNE AND WEAR NHS FOUNDATION TRUST,28,28,1,22.93557183,24.36
202301,Lithium carbonate 250mg tablets,0402030K0AAACAC,RV500,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,84,84,1,68.58191548,73.08
202301,Lithium carbonate 250mg tablets,0402030K0AAACAC,RX400,CUMBRIANORTHUMBERLANDTYNE AND WEAR NHS FOUNDATION TRUST,140,280,2,228.4565183,243.6
