PERIOD,BNF_CODE,BNF_NAME,HOSPITAL_TRUST_CODE,HOSPITAL_TRUST,TOTAL_QUANTITY
201801,0402030K0BBABAF,Camcolit 400_Tab 400mg,R0A00,MANCHESTER UNIVERSITY NHS FT,150.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,R1C00,THE SOLENT NHS TRUST,5.0
201801,0402030K0AAAFAF,Lithium Carb_Tab 400mg M/R,R1F00,ISLE OF WIGHT NHS TRUST,28.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,R1F00,ISLE OF WIGHT NHS TRUST,28.0
201801,0402030K0AAACAC,Lithium Carb_Tab 250mg,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,14.0
201801,0402030K0AAAFAF,Lithium Carb_Tab 400mg M/R,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,42.0
201801,0402030K0AAAFAF,Lithium Carb_Tab 400mg M/R,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,140.0
201801,0402030K0AAAFAF,Lithium Carb_Tab 400mg M/R,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,42.0
201801,0402030K0AAAFAF,Lithium Carb_Tab 400mg M/R,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,7.0
201801,0402030K0AAAIAI,Lithium Carb_Tab 200mg M/R,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,56.0
201801,0402030K0AAAIAI,Lithium Carb_Tab 200mg M/R,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,18.0
201801,0402030K0AAAIAI,Lithium Carb_Tab 200mg M/R,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,84.0
201801,0402030K0AAAIAI,Lithium Carb_Tab 200mg M/R,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,7.0
201801,0402030K0AAAIAI,Lithium Carb_Tab 200mg M/R,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,28.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,56.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,28.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,7.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,70.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,21.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,14.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,63.0
201801,0402030K0AAAFAF,Lithium Carb_Tab 400mg M/R,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,28.0
201801,0402030K0AAAFAF,Lithium Carb_Tab 400mg M/R,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,28.0
201801,0402030K0AAAIAI,Lithium Carb_Tab 200mg M/R,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,28.0
201801,0402030K0AAAIAI,Lithium Carb_Tab 200mg M/R,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,28.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,28.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,60.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,126.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,105.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RCE00,BRADFORD DISTRICT CARE NHS FT,28.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RCE00,BRADFORD DISTRICT CARE NHS FT,14.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,RCE00,BRADFORD DISTRICT CARE NHS FT,28.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,RCE00,BRADFORD DISTRICT CARE NHS FT,28.0
201801,0402030K0AAAFAF,Lithium Carb_Tab 400mg M/R,RD800,MILTON KEYNES UNIVERSITY HOSPITAL FT,7.0
201801,0402030K0AAAIAI,Lithium Carb_Tab 200mg M/R,RD800,MILTON KEYNES UNIVERSITY HOSPITAL FT,7.0
201801,0402030K0AAAFAF,Lithium Carb_Tab 400mg M/R,RDU00,FRIMLEY HEALTH NHS FOUNDATION TRUST,7.0
201801,0402030K0AAAIAI,Lithium Carb_Tab 200mg M/R,RDU00,FRIMLEY HEALTH NHS FOUNDATION TRUST,7.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RDU00,FRIMLEY HEALTH NHS FOUNDATION TRUST,7.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,RDU00,FRIMLEY HEALTH NHS FOUNDATION TRUST,14.0
201801,0402030K0AAAFAF,Lithium Carb_Tab 400mg M/R,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,50.0
201801,0402030K0AAAFAF,Lithium Carb_Tab 400mg M/R,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,28.0
201801,0402030K0AAAFAF,Lithium Carb_Tab 400mg M/R,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,7.0
201801,0402030K0AAAIAI,Lithium Carb_Tab 200mg M/R,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,14.0
201801,0402030K0AAAIAI,Lithium Carb_Tab 200mg M/R,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,14.0
201801,0402030K0BDAAAG,Liskonum_Tab 450mg M/R,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,56.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,168.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,336.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,56.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,50.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,140.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,70.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,140.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,252.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,RDY00,DORSET H/CARE UNI NHS FOUNDATION TRUST,28.0
201801,0402030K0AAAIAI,Lithium Carb_Tab 200mg M/R,RFS00,CHESTERFIELD ROYAL HOSPITAL NHS F/T,28.0
201801,0402030K0AAAIAI,Lithium Carb_Tab 200mg M/R,RGD00,LEEDS AND YORK PARTNERSHIP NHS FT,11.0
201801,0402030K0AAAIAI,Lithium Carb_Tab 200mg M/R,RGD00,LEEDS AND YORK PARTNERSHIP NHS FT,28.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RGD00,LEEDS AND YORK PARTNERSHIP NHS FT,21.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RGD00,LEEDS AND YORK PARTNERSHIP NHS FT,3.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RGD00,LEEDS AND YORK PARTNERSHIP NHS FT,42.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RGD00,LEEDS AND YORK PARTNERSHIP NHS FT,14.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RGD00,LEEDS AND YORK PARTNERSHIP NHS FT,224.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,RGD00,LEEDS AND YORK PARTNERSHIP NHS FT,28.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,RGD00,LEEDS AND YORK PARTNERSHIP NHS FT,49.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,RGD00,LEEDS AND YORK PARTNERSHIP NHS FT,3.0
201801,0402030K0BFABAI,Priadel_Tab 200mg,RGD00,LEEDS AND YORK PARTNERSHIP NHS FT,14.0
201801,0402030K0AAAFAF,Lithium Carb_Tab 400mg M/R,RH500,SOMERSET P/SHIP NHS FOUNDATION TRUST,140.0
201801,0402030K0AAAFAF,Lithium Carb_Tab 400mg M/R,RH500,SOMERSET P/SHIP NHS FOUNDATION TRUST,14.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RH500,SOMERSET P/SHIP NHS FOUNDATION TRUST,112.0
201801,0402030K0BFAAAF,Priadel_Tab 400mg,RH500,SOMERSET P/SHIP NHS FOUNDATION TRUST,28.0
