PERIOD,BNF_NAME,BNF_CODE,HOSPITAL_TRUST_CODE,HOSPITAL_TRUST,QUANTITY,TOTAL_QUANTITY,TOTAL_ITEMS,TOTAL_ACTUAL_COST,TOTAL_NIC
201811,Lithium Carb_Tab 250mg,0402030K0AAACAC,RTF00,NORTHUMBRIA H/CARE NHS FOUNDATION TRUST,7,7,1,5.762344241,6.09
201811,Lithium Carb_Tab 250mg,0402030K0AAACAC,RT500,LEICESTERSHIRE PARTNERSHIP NHS TRUST,14,14,1,11.41228848,12.18
201811,Lithium Carb_Tab 250mg,0402030K0AAACAC,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FT,28,28,1,22.71217696,24.36
201811,Lithium Carb_Tab 250mg,0402030K0AAACAC,RQM00,CHELSEA & WESTMINSTER HOSPITAL NHS FT,56,56,1,45.31195393,48.72
201811,Lithium Carb_Tab 250mg,0402030K0AAACAC,RWK00,EAST LONDON NHS FOUNDATION TRUST,60,60,1,48.54049349,52.2
201811,Lithium Carb_Tab 250mg,0402030K0AAACAC,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,112,112,1,90.51150786,97.44
201811,Lithium Carb_Tab 250mg,0402030K0AAACAC,RX400,NORTHUMBERLAND TYNE AND WEAR NHS TRUST,140,140,1,113.1112848,121.8
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,11,11,1,0.520606152,0.44
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RT500,LEICESTERSHIRE PARTNERSHIP NHS TRUST,56,392,7,15.39872476,15.75
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RV500,SOUTH LONDON & MAUDSLEY NHS FOUND TRUST,56,448,8,17.59854258,18
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RX200,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,46,46,1,20.6711462,22.16
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RXA00,CHESHIRE & WIRRAL P/S NHS FOUNDATION TR,14,98,7,4.423545718,3.92
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RXT00,B'HAM & S'HULL MH NHS FOUNDATION TRUST,56,448,8,17.59854258,18
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RXT00,B'HAM & S'HULL MH NHS FOUNDATION TRUST,112,448,4,17.14894258,18
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RYK00,DUDLEY&WALSALL MH PARTNERSHIP NHS TRUST,9,9,1,0.446386852,0.36
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RMY00,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,2,2,1,0.1866193,0.08
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RXA00,CHESHIRE & WIRRAL P/S NHS FOUNDATION TR,2,2,1,0.1866193,0.08
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RXY00,KENT & MEDWAY NHS & SOC CARE PSHIP TRUST,2,2,1,0.1866193,0.08
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RMY00,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,3,3,1,0.223728951,0.12
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RXY00,KENT & MEDWAY NHS & SOC CARE PSHIP TRUST,3,3,1,0.223728951,0.12
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RXY00,KENT & MEDWAY NHS & SOC CARE PSHIP TRUST,4,4,1,0.260838601,0.16
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RRP00,BARNET ENFIELD & HARINGEY MH TRUST,5,5,1,0.297948251,0.2
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RV500,SOUTH LONDON & MAUDSLEY NHS FOUND TRUST,5,5,1,0.297948251,0.2
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RGD00,LEEDS AND YORK PARTNERSHIP NHS FT,7,7,1,0.372167551,0.28
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RPG00,OXLEAS NHS FOUNDATION TRUST,7,7,1,0.372167551,0.28
201811,Lithium Carb_Tab 400mg M/R,0402030K0AAAFAF,RRE00,MIDLANDS P/SHIP NHS FOUNDATION TRUST,7,7,1,0.372167551,0.28
